name,sentence_id,new_name,,,,
Scarecrow,1569,Scarecrow of Oz,,,,
Scarecrow,1572,Scarecrow of Oz,,,,
Dorothy,1573,Dorothy the Lamb,,,,
Dorothy,1574,Dorothy the Lamb,,,,
Tiktok,1577,Tiktok,,,,
Dor,1579,Dor,,,,
Tiktok,1581,Tiktok,,,,
Nome King,1583,Roquat of the Rocks,,,,
Dorothy,1586,Dorothy the Lamb,,,,
Tiktok,1587,Tiktok,,,,
Dorothy,1589,Dorothy the Lamb,,,,
Tiktok,1590,Tiktok,,,,
Uncle Henry,1595,Uncle Henry,,,,
Ozma,1597,Royal Ozma,,,,
Timidly,1598,Timidly,,,,
Ev,1601,Evoldo,,,,
Dorothy,1602,Dorothy the Lamb,,,,
Dorothy,1606,Dorothy the Lamb,,,,
Ev,1616,Evoldo,,,,
Evring,1616,Prince Evring,,,,
Nomes,1617,Nomes,,,,
Evring,1618,Prince Evring,,,,
Dorothy,1618,Dorothy the Lamb,,,,
Little Evring,1623,Prince Evring,,,,
Dorothy,1624,Dorothy the Lamb,,,,
Ev,1624,Evoldo,,,,
Nome King,1625,Roquat of the Rocks,,,,
Dorothy,1626,Dorothy the Lamb,,,,
Evring,1626,Prince Evring,,,,
Dorothy,1627,Dorothy the Lamb,,,,
Scarecrow,1627,Scarecrow of Oz,,,,
Nome King,1627,Roquat of the Rocks,,,,
Scarecrow,1629,Scarecrow of Oz,,,,
Dorothy,1633,Dorothy the Lamb,,,,
Scarecrow,1634,Scarecrow of Oz,,,,
Scarecrow,1637,Scarecrow of Oz,,,,
Ozma,1637,Royal Ozma,,,,
Nome King,1639,Roquat of the Rocks,,,,
Billina,1643,Billina,,,,
Scarecrow,1643,Scarecrow of Oz,,,,
Billina,1645,Billina,,,,
Billina,1654,Billina,,,,
Nomes,1659,Nomes,,,,
Billina,1660,Billina,,,,
Billina,1667,Billina,,,,
Scarecrow,1669,Scarecrow of Oz,,,,
Billina,1670,Billina,,,,
Scarecrow,1672,Scarecrow of Oz,,,,
Scarecrow,1673,Scarecrow of Oz,,,,
Billina,1674,Billina,,,,
Pshaw,1675,Pshaw,,,,
Billina,1678,Billina,,,,
Scarecrow,1683,Scarecrow of Oz,,,,
Ev,1685,Evoldo,,,,
Billina,1689,Billina,,,,
Scarecrow,1689,Scarecrow of Oz,,,,
Scarecrow,1693,Scarecrow of Oz,,,,
Scarecrow,1697,Scarecrow of Oz,,,,
Billina,1701,Billina,,,,
Billina,1705,Billina,,,,
Dorothy,1705,Dorothy the Lamb,,,,
Evring,1705,Prince Evring,,,,
Scarecrow,1706,Scarecrow of Oz,,,,
Evring,1706,Prince Evring,,,,
Prince,1707,Prince,,,,
Scarecrow,1707,Scarecrow of Oz,,,,
Scarecrow,1708,Scarecrow of Oz,,,,
Dorothy,1709,Dorothy the Lamb,,,,
Dorothy,1710,Dorothy the Lamb,,,,
Scarecrow,1710,Scarecrow of Oz,,,,
Billina,1714,Billina,,,,
Billina,1722,Billina,,,,
Dorothy,1722,Dorothy the Lamb,,,,
Evring,1726,Prince Evring,,,,
Billina,1727,Billina,,,,
Billina,1729,Billina,,,,
Dorothy,1729,Dorothy the Lamb,,,,
Billina,1731,Billina,,,,
Billina,1733,Billina,,,,
Dorothy,1733,Dorothy the Lamb,,,,
Billina,1737,Billina,,,,
Billina,1739,Billina,,,,
Dorothy,1739,Dorothy the Lamb,,,,
Billina,1742,Billina,,,,
Nome King,1742,Roquat of the Rocks,,,,
Billina,1744,Billina,,,,
Ev,1747,Evoldo,,,,
Billina,1749,Billina,,,,
Ev,1751,Evoldo,,,,
Bill,1752,Billina,,,,
Dorothy,1752,Dorothy the Lamb,,,,
Billina,1752,Billina,,,,
Billina,1758,Billina,,,,
O,1760,O,,,,
Billina,1761,Billina,,,,
Dorothy,1761,Dorothy the Lamb,,,,
Billina,1768,Billina,,,,
Billina,1771,Billina,,,,
Nome King,1774,Roquat of the Rocks,,,,
Evanna,1775,Evanna,,,,
Evanna,1775,Evanna,,,,
Billina,1777,Billina,,,,
Nome King,1778,Roquat of the Rocks,,,,
Evrose,1780,Evrose,,,,
Evardo,1780,Evardo Fifteenth,,,,
Evring,1780,Prince Evring,,,,
Evanna,1782,Evanna,,,,
Evella,1782,Evella,,,,
Evirene,1782,Evirene,,,,
Evardo,1783,Evardo Fifteenth,,,,
Ev,1783,Evoldo,,,,
Billina,1785,Billina,,,,
Ev,1785,Evoldo,,,,
Billina,1788,Billina,,,,
Ozma,1788,Royal Ozma,,,,
Billina,1794,Billina,,,,
Ozma,1797,Royal Ozma,,,,
Oz,1797,Oz,,,,
Ev,1797,Evoldo,,,,
Scarecrow,1798,Scarecrow of Oz,,,,
Tin Woodman,1798,Emperor of the Winkies,,,,
Billina,1799,Billina,,,,
Tiktok,1800,Tiktok,,,,
Tin Woodman,1800,Emperor of the Winkies,,,,
Nome King,1800,Roquat of the Rocks,,,,
Ozma,1801,Royal Ozma,,,,
Scarecrow,1801,Scarecrow of Oz,,,,
Ozma,1803,Royal Ozma,,,,
Nome King,1803,Roquat of the Rocks,,,,
Billina,1804,Billina,,,,
Ozma,1805,Royal Ozma,,,,
Scarecrow,1807,Scarecrow of Oz,,,,
Tiktok,1809,Tiktok,,,,
Ozma,1811,Royal Ozma,,,,
Tiktok,1813,Tiktok,,,,
Billina,1814,Billina,,,,
Nome King,1814,Roquat of the Rocks,,,,
Ozma,1815,Royal Ozma,,,,
Tiktok,1816,Tiktok,,,,
Scarecrow,1816,Scarecrow of Oz,,,,
Billina,1816,Billina,,,,
Billina,1824,Billina,,,,
Dorothy,1824,Dorothy the Lamb,,,,
Evring,1824,Prince Evring,,,,
Nome King,1824,Roquat of the Rocks,,,,
Hippikaloric,1827,Hippikaloric,,,,
Dorothy,1828,Dorothy the Lamb,,,,
Billina,1829,Billina,,,,
Dorothy,1830,Dorothy the Lamb,,,,
Billina,1830,Billina,,,,
Ev,1831,Evoldo,,,,
Ozma,1831,Royal Ozma,,,,
Nome King,1834,Roquat of the Rocks,,,,
Dorothy,1836,Dorothy the Lamb,,,,
Evring,1836,Prince Evring,,,,
Lion,1836,Cowardly Lion,,,,
Tiger,1836,Hungry Tiger,,,,
Lion,1838,Cowardly Lion,,,,
Tiger,1838,Hungry Tiger,,,,
Nome King,1840,Roquat of the Rocks,,,,
Sawhorse,1844,Sawhorse,,,,
Sawhorse,1848,Sawhorse,,,,
Dorothy,1849,Dorothy the Lamb,,,,
Sawhorse,1850,Sawhorse,,,,
Sawhorse,1853,Sawhorse,,,,
Sawhorse,1862,Sawhorse,,,,
Dorothy,1862,Dorothy the Lamb,,,,
Ev,1863,Evoldo,,,,
Nome King,1864,Roquat of the Rocks,,,,
Billina,1868,Billina,,,,
Scarecrow,1868,Scarecrow of Oz,,,,
Scarecrow,1873,Scarecrow of Oz,,,,
Billina,1876,Billina,,,,
Scarecrow,1876,Scarecrow of Oz,,,,
Ozma,1877,Royal Ozma,,,,
Ozma,1882,Royal Ozma,,,,
Ozma,1885,Royal Ozma,,,,
Nomes,1892,Nomes,,,,
Nome King,1895,Roquat of the Rocks,,,,
Ozma,1895,Royal Ozma,,,,
Scarecrow,1895,Scarecrow of Oz,,,,
Billina,1895,Billina,,,,
Nomes,1901,Nomes,,,,
Scarecrow,1904,Scarecrow of Oz,,,,
Billina,1906,Billina,,,,
Dorothy,1906,Dorothy the Lamb,,,,
Nome King,1907,Roquat of the Rocks,,,,
Dorothy,1909,Dorothy the Lamb,,,,
Dorothy,1910,Dorothy the Lamb,,,,
Nome King,1911,Roquat of the Rocks,,,,
Tiger,1911,Hungry Tiger,,,,
Lion,1911,Cowardly Lion,,,,
Steward,1912,Steward,,,,
Scarecrow,1913,Scarecrow of Oz,,,,
Nomes,1914,Nomes,,,,
Scarecrow,1914,Scarecrow of Oz,,,,
Billina,1915,Billina,,,,
King,1919,King,,,,
Steward,1921,Steward,,,,
Nome King,1924,Roquat of the Rocks,,,,
Dorothy,1927,Dorothy the Lamb,,,,
Ozma,1927,Royal Ozma,,,,
Ev,1927,Evoldo,,,,
Billina,1928,Billina,,,,
Ev,1928,Evoldo,,,,
Scarecrow,1929,Scarecrow of Oz,,,,
Nome King,1930,Roquat of the Rocks,,,,
Tin Woodman,1932,Emperor of the Winkies,,,,
Ozma,1932,Royal Ozma,,,,
Dorothy,1932,Dorothy the Lamb,,,,
Dorothy,1933,Dorothy the Lamb,,,,
Billina,1935,Billina,,,,
Tin Woodman,1935,Emperor of the Winkies,,,,
Dorothy,1936,Dorothy the Lamb,,,,
Nome King,1938,Roquat of the Rocks,,,,
Ev,1938,Evoldo,,,,
Prince Evring,1938,Prince Evring,,,,
Dorothy,1940,Dorothy the Lamb,,,,
Tin Woodman,1940,Emperor of the Winkies,,,,
Dorothy,1941,Dorothy the Lamb,,,,
Tin Woodman,1942,Emperor of the Winkies,,,,
Dorothy,1943,Dorothy the Lamb,,,,
Ev,1945,Evoldo,,,,
Dorothy,1946,Dorothy the Lamb,,,,
Dorothy,1954,Dorothy the Lamb,,,,
Tin Woodman,1958,Emperor of the Winkies,,,,
Ozma,1958,Royal Ozma,,,,
Dorothy,1959,Dorothy the Lamb,,,,
Tin Woodman,1960,Emperor of the Winkies,,,,
Dorothy,1961,Dorothy the Lamb,,,,
Billina,1961,Billina,,,,
Nome King,1962,Roquat of the Rocks,,,,
Dorothy,1963,Dorothy the Lamb,,,,
Scarecrow,1964,Scarecrow of Oz,,,,
Dorothy,1966,Dorothy the Lamb,,,,
Nick Chopper,1966,Emperor of the Winkies,,,,
Tin Woodman,1966,Emperor of the Winkies,,,,
Billina,1969,Billina,,,,
Dorothy,1970,Dorothy the Lamb,,,,
Scarecrow,1970,Scarecrow of Oz,,,,
Nome King,1971,Roquat of the Rocks,,,,
Nome King,1973,Roquat of the Rocks,,,,
Ozma,1977,Royal Ozma,,,,
Dorothy,1980,Dorothy the Lamb,,,,
Nome King,1980,Roquat of the Rocks,,,,
Scarecrow,1981,Scarecrow of Oz,,,,
Nick,1982,Nick Chopper,,,,
Ozma,1985,Royal Ozma,,,,
Ev,1986,Evoldo,,,,
Dorothy,1986,Dorothy the Lamb,,,,
Ozma,1986,Royal Ozma,,,,
Billina,1986,Billina,,,,
Scarecrow,1986,Scarecrow of Oz,,,,
Tiktok,1986,Tiktok,,,,
Nome King,1987,Roquat of the Rocks,,,,
Ozma,1987,Royal Ozma,,,,
Nome King,1988,Roquat of the Rocks,,,,
Dorothy,1988,Dorothy the Lamb,,,,
Ev,1993,Evoldo,,,,
Nome King,1993,Roquat of the Rocks,,,,
Ozma,1994,Royal Ozma,,,,
Ev,1994,Evoldo,,,,
Tiger,1994,Hungry Tiger,,,,
Dorothy,1996,Dorothy the Lamb,,,,
Sawhorse,1996,Sawhorse,,,,
Scarecrow,1996,Scarecrow of Oz,,,,
Dorothy,2003,Dorothy the Lamb,,,,
Nomes,2005,Nomes,,,,
Ozma,2007,Royal Ozma,,,,
Lion,2008,Cowardly Lion,,,,
Ozma,2008,Royal Ozma,,,,
Little Evring,2009,Prince Evring,,,,
Dorothy,2009,Dorothy the Lamb,,,,
Billina,2011,Billina,,,,
Ozma,2012,Royal Ozma,,,,
Ev,2012,Evoldo,,,,
Scarecrow,2013,Scarecrow of Oz,,,,
Tiktok,2013,Tiktok,,,,
Tiktok,2015,Tiktok,,,,
Scarecrow,2016,Scarecrow of Oz,,,,
Nick Chopper,2016,Emperor of the Winkies,,,,
Tiktok,2018,Tiktok,,,,
Scarecrow,2020,Scarecrow of Oz,,,,
Tin Woodman,2022,Emperor of the Winkies,,,,
Ev,2023,Evoldo,,,,
Ev,2023,Evoldo,,,,
Little Evring,2024,Prince Evring,,,,
Dorothy,2024,Dorothy the Lamb,,,,
Sawhorse,2024,Sawhorse,,,,
Billina,2025,Billina,,,,
Sawhorse,2025,Sawhorse,,,,
Prince Evring,2026,Prince Evring,,,,
Dorothy,2030,Dorothy the Lamb,,,,
Billina,2031,Billina,,,,
Tin Woodman,2032,Emperor of the Winkies,,,,
Dorothy,2033,Dorothy the Lamb,,,,
Billina,2034,Billina,,,,
Evring,2036,Prince Evring,,,,
Ev,2038,Evoldo,,,,
Tin Woodman,2040,Emperor of the Winkies,,,,
Dorothy,2040,Dorothy the Lamb,,,,
Prince,2040,Prince,,,,
Billina,2045,Billina,,,,
Scarecrow,2047,Scarecrow of Oz,,,,
Tiktok,2047,Tiktok,,,,
Tin Woodman,2047,Emperor of the Winkies,,,,
Ozma,2048,Royal Ozma,,,,
Tin Woodman,2049,Emperor of the Winkies,,,,
Langwidere,2052,Langwidere,,,,
Ev,2053,Evoldo,,,,
Evardo Fifteenth,2054,Evardo Fifteenth,,,,
Evardo,2055,Evardo Fifteenth,,,,
Ev,2055,Evoldo,,,,
Evardo,2057,Evardo Fifteenth,,,,
Ozma,2058,Royal Ozma,,,,
Oz,2058,Oz,,,,
Dorothy,2058,Dorothy the Lamb,,,,
Tiktok,2058,Tiktok,,,,
Billina,2058,Billina,,,,
Dorothy,2059,Dorothy the Lamb,,,,
Ozma,2059,Royal Ozma,,,,
Ev,2060,Evoldo,,,,
Oz,2060,Oz,,,,
Uncle Henry,2061,Uncle Henry,,,,
Ev,2063,Evoldo,,,,
Ozma,2063,Royal Ozma,,,,
Ozma,2064,Royal Ozma,,,,
Tiktok,2065,Tiktok,,,,
Dorothy,2065,Dorothy the Lamb,,,,
Ozma,2066,Royal Ozma,,,,
Billina,2066,Billina,,,,
Billina,2067,Billina,,,,
Munchkins,2068,Munchkins,,,,
Ozma,2068,Royal Ozma,,,,
Ozma,2069,Royal Ozma,,,,
Gillikins,2069,Gillikins,,,,
Ozma,2071,Royal Ozma,,,,
Scarecrow,2071,Scarecrow of Oz,,,,
Tin Woodman,2071,Emperor of the Winkies,,,,
Dorothy,2072,Dorothy the Lamb,,,,
Oz,2072,Oz,,,,
Ozma,2073,Royal Ozma,,,,
Jinjur,2074,General Jinjur,,,,
Jinjur,2075,General Jinjur,,,,
Dorothy,2076,Dorothy the Lamb,,,,
Glinda the Sorceress,2076,Glinda the Sorceress,,,,
Jinjur,2077,General Jinjur,,,,
Ozma,2077,Royal Ozma,,,,
Ozma,2078,Royal Ozma,,,,
Jinjur,2079,General Jinjur,,,,
Dorothy,2082,Dorothy the Lamb,,,,
Ozma,2084,Royal Ozma,,,,
Ozma,2090,Royal Ozma,,,,
Oz,2091,Oz,,,,
Jack Pumpkinhead,2091,Jack Pumpkinhead,,,,
Ozma,2091,Royal Ozma,,,,
Oz,2091,Oz,,,,
Tin Woodman,2092,Emperor of the Winkies,,,,
Scarecrow,2092,Scarecrow of Oz,,,,
Dorothy,2093,Dorothy the Lamb,,,,
Tiktok,2093,Tiktok,,,,
Ozma,2094,Royal Ozma,,,,
Dorothy,2094,Dorothy the Lamb,,,,
Billina,2094,Billina,,,,
Lion,2096,Cowardly Lion,,,,
Tiger,2096,Hungry Tiger,,,,
Jellia Jamb,2097,Jellia Jamb,,,,
Scarecrow,2097,Scarecrow of Oz,,,,
Ozma,2098,Royal Ozma,,,,
Tin Woodman,2103,Emperor of the Winkies,,,,
Ozma,2104,Royal Ozma,,,,
Omby Amby,2106,Omby Amby,,,,
Omby Amby,2107,Omby Amby,,,,
Ozma,2110,Royal Ozma,,,,
Jellia Jamb,2112,Jellia Jamb,,,,
Tiger,2115,Hungry Tiger,,,,
Dorothy,2117,Dorothy the Lamb,,,,
Ozma,2117,Royal Ozma,,,,
Dorothy,2118,Dorothy the Lamb,,,,
Ozma,2119,Royal Ozma,,,,
Ozma,2122,Royal Ozma,,,,
Dorothy,2124,Dorothy the Lamb,,,,
Dorothy,2130,Dorothy the Lamb,,,,
Toto,2130,Toto,,,,
Speckles,2130,Speckles,,,,
Dorothy,2131,Dorothy the Lamb,,,,
Uncle Henry,2132,Uncle Henry,,,,
Uncle Henry,2133,Uncle Henry,,,,
Dorothy,2135,Dorothy the Lamb,,,,
Uncle Henry,2135,Uncle Henry,,,,
Ozma,2136,Royal Ozma,,,,
Ozma,2137,Royal Ozma,,,,
Dorothy,2138,Dorothy the Lamb,,,,
Ozma,2140,Royal Ozma,,,,
Sawhorse,2140,Sawhorse,,,,
Glinda,2141,Glinda the Sorceress,,,,
Dorothy,2141,Dorothy the Lamb,,,,
Henry,2143,Uncle Henry,,,,
Glinda,2144,Glinda the Sorceress,,,,
Dorothy,2145,Dorothy the Lamb,,,,
Oz,2151,Oz,,,,
Dorothy,2153,Dorothy the Lamb,,,,
Ozma,2153,Royal Ozma,,,,
Uncle Henry,2154,Uncle Henry,,,,
Glinda,2155,Glinda the Sorceress,,,,
Ozma,2156,Royal Ozma,,,,
Dorothy,2156,Dorothy the Lamb,,,,
Dorothy,2157,Dorothy the Lamb,,,,
Ozma,2157,Royal Ozma,,,,
Nome King,2157,Roquat of the Rocks,,,,
Dorothy,2158,Dorothy the Lamb,,,,
Tiktok,2159,Tiktok,,,,
Dorothy,2159,Dorothy the Lamb,,,,
Ozma,2160,Royal Ozma,,,,
Billina,2161,Billina,,,,
Dorothy,2161,Dorothy the Lamb,,,,
Dorothy,2163,Dorothy the Lamb,,,,
Uncle Henry,2164,Uncle Henry,,,,
Dorothy,2164,Dorothy the Lamb,,,,
Billina,2164,Billina,,,,
Dorothy,2165,Dorothy the Lamb,,,,
Dorothy,2166,Dorothy the Lamb,,,,
Ozma,2166,Royal Ozma,,,,
Nome King,2166,Roquat of the Rocks,,,,
Uncle Henry,2166,Uncle Henry,,,,
Scarecrow,2167,Scarecrow of Oz,,,,
Tiktok,2167,Tiktok,,,,
Uncle Henry,2167,Uncle Henry,,,,
Dorothy,2170,Dorothy the Lamb,,,,
Uncle Henry,2171,Uncle Henry,,,,
Uncle Henry,2172,Uncle Henry,,,,